b,lesson_id,song_dir,cue_index,speaker,speaker_ja,start,end,joined_start,joined_end,english,japanese,mixed,audio
14,18,14_beginner_tom_b14,1,Teacher Tacos,ティーチャータコス,0.12,2.72,1138.7,1141.3,"Hi, Tom. How are you? OK?",やあ、トム。調子はどう？大丈夫？,"(Teacher Tacos) Hi, Tom. How are you? OK? 「(ティーチャータコス) やあ、トム。調子はどう？大丈夫？」",audio/phonics/L18/s1.mp3
14,18,14_beginner_tom_b14,2,Teacher Tacos,ティーチャータコス,3.08,6.18,1141.66,1144.76,"Hi, Tom. How are you? OK?",やあ、トム。調子はどう？大丈夫？,"(Teacher Tacos) Hi, Tom. How are you? OK? 「(ティーチャータコス) やあ、トム。調子はどう？大丈夫？」",audio/phonics/L18/s2.mp3
14,18,14_beginner_tom_b14,3,Tom,トム,6.55,12.82,1145.13,1151.4,Wow! I am fine now. I feel safe because you are back.,わあ！今は大丈夫。あなたが戻ってきたから安心だよ。,(Tom) Wow! I am fine now. I feel safe because you are back. 「(トム) わあ！今は大丈夫。あなたが戻ってきたから安心だよ。」,audio/phonics/L18/s3.mp3
14,18,14_beginner_tom_b14,4,Tom,トム,13.01,19.4,1151.59,1157.98,Wow! I am fine now. I feel safe because you are back.,わあ！今は大丈夫。あなたが戻ってきたから安心だよ。,(Tom) Wow! I am fine now. I feel safe because you are back. 「(トム) わあ！今は大丈夫。あなたが戻ってきたから安心だよ。」,audio/phonics/L18/s4.mp3
14,18,14_beginner_tom_b14,5,Teacher Tacos,ティーチャータコス,19.63,24.05,1158.21,1162.63,"Good. I am back, and I am your guide.",よかった。私は戻ってきたし、きみの案内役だよ。,"(Teacher Tacos) Good. I am back, and I am your guide. 「(ティーチャータコス) よかった。私は戻ってきたし、きみの案内役だよ。」",audio/phonics/L18/s5.mp3
14,18,14_beginner_tom_b14,6,Teacher Tacos,ティーチャータコス,24.29,27.49,1162.87,1166.07,"Good. I am back, and I am your guide.",よかった。私は戻ってきたし、きみの案内役だよ。,"(Teacher Tacos) Good. I am back, and I am your guide. 「(ティーチャータコス) よかった。私は戻ってきたし、きみの案内役だよ。」",audio/phonics/L18/s6.mp3
14,18,14_beginner_tom_b14,7,Tom,トム,27.8,34.03,1166.38,1172.61,"How are you, Teacher Tacos?",ティーチャータコス、あなたは元気？,"(Tom) How are you, Teacher Tacos? 「(トム) ティーチャータコス、あなたは元気？」",audio/phonics/L18/s7.mp3
14,18,14_beginner_tom_b14,8,Teacher Tacos,ティーチャータコス,34.83,41.09,1173.41,1179.67,"I am spicy, but safe. The salsa jar is too much.",私はスパイシーだけど無事だよ。サルサのびんはやりすぎだね。,"(Teacher Tacos) I am spicy, but safe. The salsa jar is too much. 「(ティーチャータコス) 私はスパイシーだけど無事だよ。サルサのびんはやりすぎだね。」",audio/phonics/L18/s8.mp3
14,18,14_beginner_tom_b14,9,Teacher Tacos,ティーチャータコス,41.39,47.97,1179.97,1186.55,"I am spicy, but safe. The salsa jar is too much.",私はスパイシーだけど無事だよ。サルサのびんはやりすぎだね。,"(Teacher Tacos) I am spicy, but safe. The salsa jar is too much. 「(ティーチャータコス) 私はスパイシーだけど無事だよ。サルサのびんはやりすぎだね。」",audio/phonics/L18/s9.mp3
14,18,14_beginner_tom_b14,10,Tom,トム,48.48,54.16,1187.06,1192.74,"The island is amazing. Engineer Egg, how do you make that sound?",この島はすごいね。エンジニアエッグ、その音はどうやって作るの？,"(Tom) The island is amazing. Engineer Egg, how do you make that sound? 「(トム) この島はすごいね。エンジニアエッグ、その音はどうやって作るの？」",audio/phonics/L18/s10.mp3
14,18,14_beginner_tom_b14,11,Tom,トム,54.31,61.18,1192.89,1199.76,"The island is amazing. Engineer Egg, how do you make that sound?",この島はすごいね。エンジニアエッグ、その音はどうやって作るの？,"(Tom) The island is amazing. Engineer Egg, how do you make that sound? 「(トム) この島はすごいね。エンジニアエッグ、その音はどうやって作るの？」",audio/phonics/L18/s11.mp3
14,18,14_beginner_tom_b14,12,Engineer Egg,エンジニアエッグ,62.32,65.33,1200.9,1203.91,OK. I turn this key and tap this box.,よし。この鍵を回して、この箱をたたくんだ。,(Engineer Egg) OK. I turn this key and tap this box. 「(エンジニアエッグ) よし。この鍵を回して、この箱をたたくんだ。」,audio/phonics/L18/s12.mp3
14,18,14_beginner_tom_b14,13,Engineer Egg,エンジニアエッグ,65.61,69.02,1204.19,1207.6,OK. I turn this key and tap this box.,よし。この鍵を回して、この箱をたたくんだ。,(Engineer Egg) OK. I turn this key and tap this box. 「(エンジニアエッグ) よし。この鍵を回して、この箱をたたくんだ。」,audio/phonics/L18/s13.mp3
14,18,14_beginner_tom_b14,14,Sound Machine,音マシン,69.13,72.54,1207.71,1211.12,"Ding, dong! Oops! I am too loud!",ディン、ドン！おっと！ぼくは音が大きすぎる！,"(Sound Machine) Ding, dong! Oops! I am too loud! 「(音マシン) ディン、ドン！おっと！ぼくは音が大きすぎる！」",audio/phonics/L18/s14.mp3
14,18,14_beginner_tom_b14,15,Sound Machine,音マシン,72.75,76.08,1211.33,1214.66,"Ding, dong! Oops! I am too loud!",ディン、ドン！おっと！ぼくは音が大きすぎる！,"(Sound Machine) Ding, dong! Oops! I am too loud! 「(音マシン) ディン、ドン！おっと！ぼくは音が大きすぎる！」",audio/phonics/L18/s15.mp3
14,18,14_beginner_tom_b14,16,Tom,トム,76.4,79.41,1214.98,1217.99,"Teacher Tacos, how do you teach?",ティーチャータコス、どうやって教えるの？,"(Tom) Teacher Tacos, how do you teach? 「(トム) ティーチャータコス、どうやって教えるの？」",audio/phonics/L18/s16.mp3
14,18,14_beginner_tom_b14,17,Tom,トム,79.59,82.85,1218.17,1221.43,"Teacher Tacos, how do you teach?",ティーチャータコス、どうやって教えるの？,"(Tom) Teacher Tacos, how do you teach? 「(トム) ティーチャータコス、どうやって教えるの？」",audio/phonics/L18/s17.mp3
14,18,14_beginner_tom_b14,18,Teacher Tacos,ティーチャータコス,84.13,89.68,1222.71,1228.26,"I point, I tap, and I say, ""Ta-da!""",指さして、たたいて、それから「ジャーン！」と言うんだ。,"(Teacher Tacos) I point, I tap, and I say, ""Ta-da!"" 「(ティーチャータコス) 指さして、たたいて、それから「ジャーン！」と言うんだ。」",audio/phonics/L18/s18.mp3
14,18,14_beginner_tom_b14,19,Teacher Tacos,ティーチャータコス,89.68,90.15,1228.26,1228.73,"I point, I tap, and I say, ""Ta-da!""",指さして、たたいて、それから「ジャーン！」と言うんだ。,"(Teacher Tacos) I point, I tap, and I say, ""Ta-da!"" 「(ティーチャータコス) 指さして、たたいて、それから「ジャーン！」と言うんだ。」",audio/phonics/L18/s19.mp3
14,18,14_beginner_tom_b14,20,Tom,トム,90.35,96.76,1228.93,1235.34,Whoa! This island is wonderful. Even the machine sings too much.,うわあ！この島はすばらしいね。機械まで歌いすぎているよ。,(Tom) Whoa! This island is wonderful. Even the machine sings too much. 「(トム) うわあ！この島はすばらしいね。機械まで歌いすぎているよ。」,audio/phonics/L18/s20.mp3
14,18,14_beginner_tom_b14,21,Tom,トム,96.95,103.89,1235.53,1242.47,Whoa! This island is wonderful. Even the machine sings too much.,うわあ！この島はすばらしいね。機械まで歌いすぎているよ。,(Tom) Whoa! This island is wonderful. Even the machine sings too much. 「(トム) うわあ！この島はすばらしいね。機械まで歌いすぎているよ。」,audio/phonics/L18/s21.mp3
15,19,15_beginner_tom_b15,1,Tom,トム,0.14,4.39,1243.64,1247.89,Wow! I see many shells.,わあ！貝がらがたくさん見える。,(Tom) Wow! I see many shells. 「(トム) わあ！貝がらがたくさん見える。」,audio/phonics/L19/s1.mp3
15,19,15_beginner_tom_b15,2,Tom,トム,4.65,7.61,1248.15,1251.11,Wow! I see many shells.,わあ！貝がらがたくさん見える。,(Tom) Wow! I see many shells. 「(トム) わあ！貝がらがたくさん見える。」,audio/phonics/L19/s2.mp3
15,19,15_beginner_tom_b15,3,Shells,貝がらたち,7.83,10.84,1251.33,1254.34,"Clap, clap, clap! Too much?",パチ、パチ、パチ！やりすぎかな？,"(Shells) Clap, clap, clap! Too much? 「(貝がらたち) パチ、パチ、パチ！やりすぎかな？」",audio/phonics/L19/s3.mp3
15,19,15_beginner_tom_b15,4,Shells,貝がらたち,10.94,13.96,1254.44,1257.46,"Clap, clap, clap! Too much?",パチ、パチ、パチ！やりすぎかな？,"(Shells) Clap, clap, clap! Too much? 「(貝がらたち) パチ、パチ、パチ！やりすぎかな？」",audio/phonics/L19/s4.mp3
15,19,15_beginner_tom_b15,5,Cowboy Cat,カウボーイキャット,14.26,17.16,1257.76,1260.66,OK. I count shells every day.,よし。ぼくは毎日貝がらを数えているよ。,(Cowboy Cat) OK. I count shells every day. 「(カウボーイキャット) よし。ぼくは毎日貝がらを数えているよ。」,audio/phonics/L19/s5.mp3
15,19,15_beginner_tom_b15,6,Cowboy Cat,カウボーイキャット,17.26,20.35,1260.76,1263.85,OK. I count shells every day.,よし。ぼくは毎日貝がらを数えているよ。,(Cowboy Cat) OK. I count shells every day. 「(カウボーイキャット) よし。ぼくは毎日貝がらを数えているよ。」,audio/phonics/L19/s6.mp3
15,19,15_beginner_tom_b15,7,Queen Quiz,クイーンクイズ,20.53,23.68,1264.03,1267.18,"Hi, Tom. Ta-da! I have three flags.",やあ、トム。ジャーン！私は旗を三本持っているよ。,"(Queen Quiz) Hi, Tom. Ta-da! I have three flags. 「(クイーンクイズ) やあ、トム。ジャーン！私は旗を三本持っているよ。」",audio/phonics/L19/s7.mp3
15,19,15_beginner_tom_b15,8,Queen Quiz,クイーンクイズ,24.04,26.92,1267.54,1270.42,"Hi, Tom. Ta-da! I have three flags.",やあ、トム。ジャーン！私は旗を三本持っているよ。,"(Queen Quiz) Hi, Tom. Ta-da! I have three flags. 「(クイーンクイズ) やあ、トム。ジャーン！私は旗を三本持っているよ。」",audio/phonics/L19/s8.mp3
15,19,15_beginner_tom_b15,9,Tom,トム,27.24,29.6,1270.74,1273.1,OK. I have two boxes.,わかった。ぼくは箱を二つ持っているよ。,(Tom) OK. I have two boxes. 「(トム) わかった。ぼくは箱を二つ持っているよ。」,audio/phonics/L19/s9.mp3
15,19,15_beginner_tom_b15,10,Tom,トム,29.74,32.28,1273.24,1275.78,OK. I have two boxes.,わかった。ぼくは箱を二つ持っているよ。,(Tom) OK. I have two boxes. 「(トム) わかった。ぼくは箱を二つ持っているよ。」,audio/phonics/L19/s10.mp3
15,19,15_beginner_tom_b15,11,Teacher Tacos,ティーチャータコス,32.43,35.83,1275.93,1279.33,Great. I have four salsa cards.,すばらしい。私はサルサカードを四枚持っているよ。,(Teacher Tacos) Great. I have four salsa cards. 「(ティーチャータコス) すばらしい。私はサルサカードを四枚持っているよ。」,audio/phonics/L19/s11.mp3
15,19,15_beginner_tom_b15,12,Teacher Tacos,ティーチャータコス,35.97,39.37,1279.47,1282.87,Great. I have four salsa cards.,すばらしい。私はサルサカードを四枚持っているよ。,(Teacher Tacos) Great. I have four salsa cards. 「(ティーチャータコス) すばらしい。私はサルサカードを四枚持っているよ。」,audio/phonics/L19/s12.mp3
15,19,15_beginner_tom_b15,13,Queen Quiz,クイーンクイズ,39.67,42.78,1283.17,1286.28,Yes. The boxes are for the island quiz.,うん。その箱は島のクイズに使うんだ。,(Queen Quiz) Yes. The boxes are for the island quiz. 「(クイーンクイズ) うん。その箱は島のクイズに使うんだ。」,audio/phonics/L19/s13.mp3
15,19,15_beginner_tom_b15,14,Queen Quiz,クイーンクイズ,42.85,46.06,1286.35,1289.56,Yes. The boxes are for the island quiz.,うん。その箱は島のクイズに使うんだ。,(Queen Quiz) Yes. The boxes are for the island quiz. 「(クイーンクイズ) うん。その箱は島のクイズに使うんだ。」,audio/phonics/L19/s14.mp3
15,19,15_beginner_tom_b15,15,Tom,トム,46.15,48.5,1289.65,1292.0,Wow. The flags are bright.,わあ。旗が明るくきれいだね。,(Tom) Wow. The flags are bright. 「(トム) わあ。旗が明るくきれいだね。」,audio/phonics/L19/s15.mp3
15,19,15_beginner_tom_b15,16,Tom,トム,48.59,51.75,1292.09,1295.25,Wow. The flags are bright.,わあ。旗が明るくきれいだね。,(Tom) Wow. The flags are bright. 「(トム) わあ。旗が明るくきれいだね。」,audio/phonics/L19/s16.mp3
15,19,15_beginner_tom_b15,17,Flags,旗たち,52.14,54.62,1295.64,1298.12,We dance too much!,ぼくたち、踊りすぎちゃう！,(Flags) We dance too much! 「(旗たち) ぼくたち、踊りすぎちゃう！」,audio/phonics/L19/s17.mp3
15,19,15_beginner_tom_b15,18,Flags,旗たち,54.95,57.96,1298.45,1301.46,We dance too much!,ぼくたち、踊りすぎちゃう！,(Flags) We dance too much! 「(旗たち) ぼくたち、踊りすぎちゃう！」,audio/phonics/L19/s18.mp3
15,19,15_beginner_tom_b15,19,Cowboy Cat,カウボーイキャット,58.35,62.74,1301.85,1306.24,And the cups are for Juggler Jellyfish.,そしてカップはジャグラークラゲのためのものだよ。,(Cowboy Cat) And the cups are for Juggler Jellyfish. 「(カウボーイキャット) そしてカップはジャグラークラゲのためのものだよ。」,audio/phonics/L19/s19.mp3
15,19,15_beginner_tom_b15,20,Cowboy Cat,カウボーイキャット,63.14,68.94,1306.64,1312.44,And the cups are for Juggler Jellyfish.,そしてカップはジャグラークラゲのためのものだよ。,(Cowboy Cat) And the cups are for Juggler Jellyfish. 「(カウボーイキャット) そしてカップはジャグラークラゲのためのものだよ。」,audio/phonics/L19/s20.mp3
16,20,16_beginner_tom_b16,1,Guardian Goat,ガーディアンゴート,0.0,6.94,1316.66,1323.6,"Hi, Tom. OK, open the small gate, please.",やあ、トム。よし、小さな門を開けてください。,"(Guardian Goat) Hi, Tom. OK, open the small gate, please. 「(ガーディアンゴート) やあ、トム。よし、小さな門を開けてください。」",audio/phonics/L20/s1.mp3
16,20,16_beginner_tom_b16,2,Guardian Goat,ガーディアンゴート,7.54,13.36,1324.2,1330.02,"Hi, Tom. OK, open the small gate, please.",やあ、トム。よし、小さな門を開けてください。,"(Guardian Goat) Hi, Tom. OK, open the small gate, please. 「(ガーディアンゴート) やあ、トム。よし、小さな門を開けてください。」",audio/phonics/L20/s2.mp3
16,20,16_beginner_tom_b16,3,Teacher Tacos,ティーチャータコス,13.47,15.8,1330.13,1332.46,Easy. Walk slowly.,落ち着いて。ゆっくり歩いて。,(Teacher Tacos) Easy. Walk slowly. 「(ティーチャータコス) 落ち着いて。ゆっくり歩いて。」,audio/phonics/L20/s3.mp3
16,20,16_beginner_tom_b16,4,Teacher Tacos,ティーチャータコス,16.03,19.24,1332.69,1335.9,Easy. Walk slowly.,落ち着いて。ゆっくり歩いて。,(Teacher Tacos) Easy. Walk slowly. 「(ティーチャータコス) 落ち着いて。ゆっくり歩いて。」,audio/phonics/L20/s4.mp3
16,20,16_beginner_tom_b16,5,Guardian Goat,ガーディアンゴート,19.73,24.05,1336.39,1340.71,Careful! Don't run on the bridge.,気をつけて！橋の上では走らないで。,(Guardian Goat) Careful! Don't run on the bridge. 「(ガーディアンゴート) 気をつけて！橋の上では走らないで。」,audio/phonics/L20/s5.mp3
16,20,16_beginner_tom_b16,6,Guardian Goat,ガーディアンゴート,24.29,27.6,1340.95,1344.26,Careful! Don't run on the bridge.,気をつけて！橋の上では走らないで。,(Guardian Goat) Careful! Don't run on the bridge. 「(ガーディアンゴート) 気をつけて！橋の上では走らないで。」,audio/phonics/L20/s6.mp3
16,20,16_beginner_tom_b16,7,Bridge,橋,27.74,34.2,1344.4,1350.86,"Walk, please. Hee-hee! I giggle too much.",歩いてください。へへ！ぼく、くすぐったくて笑いすぎちゃう。,"(Bridge) Walk, please. Hee-hee! I giggle too much. 「(橋) 歩いてください。へへ！ぼく、くすぐったくて笑いすぎちゃう。」",audio/phonics/L20/s7.mp3
16,20,16_beginner_tom_b16,8,Bridge,橋,34.2,34.78,1350.86,1351.44,"Walk, please. Hee-hee! I giggle too much.",歩いてください。へへ！ぼく、くすぐったくて笑いすぎちゃう。,"(Bridge) Walk, please. Hee-hee! I giggle too much. 「(橋) 歩いてください。へへ！ぼく、くすぐったくて笑いすぎちゃう。」",audio/phonics/L20/s8.mp3
16,20,16_beginner_tom_b16,9,Tom,トム,35.59,36.95,1352.25,1353.61,Yikes! The bridge is too ticklish!,うわっ！橋がくすぐったがりすぎる！,(Tom) Yikes! The bridge is too ticklish! 「(トム) うわっ！橋がくすぐったがりすぎる！」,audio/phonics/L20/s9.mp3
16,20,16_beginner_tom_b16,10,Tom,トム,38.37,39.82,1355.03,1356.48,Yikes! The bridge is too ticklish!,うわっ！橋がくすぐったがりすぎる！,(Tom) Yikes! The bridge is too ticklish! 「(トム) うわっ！橋がくすぐったがりすぎる！」,audio/phonics/L20/s10.mp3
16,20,16_beginner_tom_b16,11,Teacher Tacos,ティーチャータコス,40.87,45.14,1357.53,1361.8,OK. Put the boxes on the table. Listen to me.,よし。箱をテーブルの上に置いて。私の話を聞いて。,(Teacher Tacos) OK. Put the boxes on the table. Listen to me. 「(ティーチャータコス) よし。箱をテーブルの上に置いて。私の話を聞いて。」,audio/phonics/L20/s11.mp3
16,20,16_beginner_tom_b16,12,Teacher Tacos,ティーチャータコス,46.46,51.84,1363.12,1368.5,OK. Put the boxes on the table. Listen to me.,よし。箱をテーブルの上に置いて。私の話を聞いて。,(Teacher Tacos) OK. Put the boxes on the table. Listen to me. 「(ティーチャータコス) よし。箱をテーブルの上に置いて。私の話を聞いて。」,audio/phonics/L20/s12.mp3
16,20,16_beginner_tom_b16,13,Teacher Tacos,ティーチャータコス,52.03,58.15,1368.69,1374.81,"Touch the salsa cards, but don't eat the teacher.",サルサカードには触っていいけど、先生を食べないでね。,"(Teacher Tacos) Touch the salsa cards, but don't eat the teacher. 「(ティーチャータコス) サルサカードには触っていいけど、先生を食べないでね。」",audio/phonics/L20/s13.mp3
16,20,16_beginner_tom_b16,14,Teacher Tacos,ティーチャータコス,58.43,65.17,1375.09,1381.83,"Touch the salsa cards, but don't eat the teacher.",サルサカードには触っていいけど、先生を食べないでね。,"(Teacher Tacos) Touch the salsa cards, but don't eat the teacher. 「(ティーチャータコス) サルサカードには触っていいけど、先生を食べないでね。」",audio/phonics/L20/s14.mp3
16,20,16_beginner_tom_b16,15,Tom,トム,65.89,70.97,1382.55,1387.63,I understand. Don't eat the teacher. OK. I am careful.,わかった。先生は食べない。よし、気をつけるよ。,(Tom) I understand. Don't eat the teacher. OK. I am careful. 「(トム) わかった。先生は食べない。よし、気をつけるよ。」,audio/phonics/L20/s15.mp3
16,20,16_beginner_tom_b16,16,Tom,トム,71.76,78.96,1388.42,1395.62,I understand. Don't eat the teacher. OK. I am careful.,わかった。先生は食べない。よし、気をつけるよ。,(Tom) I understand. Don't eat the teacher. OK. I am careful. 「(トム) わかった。先生は食べない。よし、気をつけるよ。」,audio/phonics/L20/s16.mp3
17,21,17_beginner_tom_b17,1,Tom,トム,0.05,2.1,1397.63,1399.68,"OK, this is my map.",よし、これがぼくの地図だ。,"(Tom) OK, this is my map. 「(トム) よし、これがぼくの地図だ。」",audio/phonics/L21/s1.mp3
17,21,17_beginner_tom_b17,2,Tom,トム,4.19,4.6,1401.77,1402.18,"OK, this is my map.",よし、これがぼくの地図だ。,"(Tom) OK, this is my map. 「(トム) よし、これがぼくの地図だ。」",audio/phonics/L21/s2.mp3
17,21,17_beginner_tom_b17,3,Teacher Tacos,ティーチャータコス,4.6,6.86,1402.18,1404.44,"Yes, good. And this is your island pass.",うん、いいね。そしてこれがきみの島パスだよ。,"(Teacher Tacos) Yes, good. And this is your island pass. 「(ティーチャータコス) うん、いいね。そしてこれがきみの島パスだよ。」",audio/phonics/L21/s3.mp3
17,21,17_beginner_tom_b17,4,Teacher Tacos,ティーチャータコス,7.0,9.54,1404.58,1407.12,"Yes, good. And this is your island pass.",うん、いいね。そしてこれがきみの島パスだよ。,"(Teacher Tacos) Yes, good. And this is your island pass. 「(ティーチャータコス) うん、いいね。そしてこれがきみの島パスだよ。」",audio/phonics/L21/s4.mp3
17,21,17_beginner_tom_b17,5,Old Book,古い本,9.68,11.41,1407.26,1408.99,"Hey! Tom, read me now!",ねえ！トム、今すぐぼくを読んで！,"(Old Book) Hey! Tom, read me now! 「(古い本) ねえ！トム、今すぐぼくを読んで！」",audio/phonics/L21/s5.mp3
17,21,17_beginner_tom_b17,6,Old Book,古い本,11.59,13.32,1409.17,1410.9,"Hey! Tom, read me now!",ねえ！トム、今すぐぼくを読んで！,"(Old Book) Hey! Tom, read me now! 「(古い本) ねえ！トム、今すぐぼくを読んで！」",audio/phonics/L21/s6.mp3
17,21,17_beginner_tom_b17,7,Librarian Lion,司書ライオン,13.5,15.72,1411.08,1413.3,"Here. I have your book, Tom.",はい。きみの本を持っているよ、トム。,"(Librarian Lion) Here. I have your book, Tom. 「(司書ライオン) はい。きみの本を持っているよ、トム。」",audio/phonics/L21/s7.mp3
17,21,17_beginner_tom_b17,8,Librarian Lion,司書ライオン,15.92,18.16,1413.5,1415.74,"Here. I have your book, Tom.",はい。きみの本を持っているよ、トム。,"(Librarian Lion) Here. I have your book, Tom. 「(司書ライオン) はい。きみの本を持っているよ、トム。」",audio/phonics/L21/s8.mp3
17,21,17_beginner_tom_b17,9,Tom,トム,18.34,20.17,1415.92,1417.75,Please give it to me.,それをぼくにください。,(Tom) Please give it to me. 「(トム) それをぼくにください。」,audio/phonics/L21/s9.mp3
17,21,17_beginner_tom_b17,10,Tom,トム,20.36,22.18,1417.94,1419.76,Please give it to me.,それをぼくにください。,(Tom) Please give it to me. 「(トム) それをぼくにください。」,audio/phonics/L21/s10.mp3
17,21,17_beginner_tom_b17,11,Teacher Tacos,ティーチャータコス,22.58,25.96,1420.16,1423.54,Oh! My salsa cards are on the stage.,あっ！私のサルサカードがステージの上にある。,(Teacher Tacos) Oh! My salsa cards are on the stage. 「(ティーチャータコス) あっ！私のサルサカードがステージの上にある。」,audio/phonics/L21/s11.mp3
17,21,17_beginner_tom_b17,12,Teacher Tacos,ティーチャータコス,26.24,32.73,1423.82,1430.31,Oh! My salsa cards are on the stage.,あっ！私のサルサカードがステージの上にある。,(Teacher Tacos) Oh! My salsa cards are on the stage. 「(ティーチャータコス) あっ！私のサルサカードがステージの上にある。」,audio/phonics/L21/s12.mp3
17,21,17_beginner_tom_b17,13,Salsa Cards,サルサカードたち,33.0,36.72,1430.58,1434.3,Hey! Give us to Teacher Tacos now!,ねえ！今すぐ私たちをティーチャータコスに渡して！,(Salsa Cards) Hey! Give us to Teacher Tacos now! 「(サルサカードたち) ねえ！今すぐ私たちをティーチャータコスに渡して！」,audio/phonics/L21/s13.mp3
17,21,17_beginner_tom_b17,14,Salsa Cards,サルサカードたち,37.0,40.72,1434.58,1438.3,Hey! Give us to Teacher Tacos now!,ねえ！今すぐ私たちをティーチャータコスに渡して！,(Salsa Cards) Hey! Give us to Teacher Tacos now! 「(サルサカードたち) ねえ！今すぐ私たちをティーチャータコスに渡して！」,audio/phonics/L21/s14.mp3
17,21,17_beginner_tom_b17,15,Tom,トム,41.0,43.37,1438.58,1440.95,OK. I give them to you.,わかった。それらをあなたに渡すよ。,(Tom) OK. I give them to you. 「(トム) わかった。それらをあなたに渡すよ。」,audio/phonics/L21/s15.mp3
17,21,17_beginner_tom_b17,16,Tom,トム,43.61,45.99,1441.19,1443.57,OK. I give them to you.,わかった。それらをあなたに渡すよ。,(Tom) OK. I give them to you. 「(トム) わかった。それらをあなたに渡すよ。」,audio/phonics/L21/s16.mp3
17,21,17_beginner_tom_b17,17,Teacher Tacos,ティーチャータコス,46.22,50.7,1443.8,1448.28,Thank you. Great job. This cake is for you.,ありがとう。よくできました。このケーキはきみへのごほうびだよ。,(Teacher Tacos) Thank you. Great job. This cake is for you. 「(ティーチャータコス) ありがとう。よくできました。このケーキはきみへのごほうびだよ。」,audio/phonics/L21/s17.mp3
17,21,17_beginner_tom_b17,18,Teacher Tacos,ティーチャータコス,50.95,57.08,1448.53,1454.66,Thank you. Great job. This cake is for you.,ありがとう。よくできました。このケーキはきみへのごほうびだよ。,(Teacher Tacos) Thank you. Great job. This cake is for you. 「(ティーチャータコス) ありがとう。よくできました。このケーキはきみへのごほうびだよ。」,audio/phonics/L21/s18.mp3
18,22,18_beginner_tom_b18,1,Tom,トム,0.0,3.95,1458.5,1462.45,Wow! The show is starting.,わあ！ショーが始まるよ。,(Tom) Wow! The show is starting. 「(トム) わあ！ショーが始まるよ。」,audio/phonics/L22/s1.mp3
18,22,18_beginner_tom_b18,2,Tom,トム,3.95,6.95,1462.45,1465.45,Wow! The show is starting.,わあ！ショーが始まるよ。,(Tom) Wow! The show is starting. 「(トム) わあ！ショーが始まるよ。」,audio/phonics/L22/s2.mp3
18,22,18_beginner_tom_b18,3,Juggler Jellyfish,ジャグラークラゲ,6.95,10.39,1465.45,1468.89,OK! I am juggling cups.,よし！カップをジャグリングしているよ。,(Juggler Jellyfish) OK! I am juggling cups. 「(ジャグラークラゲ) よし！カップをジャグリングしているよ。」,audio/phonics/L22/s3.mp3
18,22,18_beginner_tom_b18,4,Juggler Jellyfish,ジャグラークラゲ,10.39,14.31,1468.89,1472.81,OK! I am juggling cups.,よし！カップをジャグリングしているよ。,(Juggler Jellyfish) OK! I am juggling cups. 「(ジャグラークラゲ) よし！カップをジャグリングしているよ。」,audio/phonics/L22/s4.mp3
18,22,18_beginner_tom_b18,5,Cups,カップたち,14.31,18.63,1472.81,1477.13,Whoa! We are flying too fast!,うわあ！ぼくたち速く飛びすぎている！,(Cups) Whoa! We are flying too fast! 「(カップたち) うわあ！ぼくたち速く飛びすぎている！」,audio/phonics/L22/s5.mp3
18,22,18_beginner_tom_b18,6,Cups,カップたち,18.63,22.97,1477.13,1481.47,Whoa! We are flying too fast!,うわあ！ぼくたち速く飛びすぎている！,(Cups) Whoa! We are flying too fast! 「(カップたち) うわあ！ぼくたち速く飛びすぎている！」,audio/phonics/L22/s6.mp3
18,22,18_beginner_tom_b18,7,Tom,トム,22.97,27.52,1481.47,1486.02,Whoa! The cups are flying too fast!,うわっ！カップが速く飛びすぎている！,(Tom) Whoa! The cups are flying too fast! 「(トム) うわっ！カップが速く飛びすぎている！」,audio/phonics/L22/s7.mp3
18,22,18_beginner_tom_b18,8,Tom,トム,27.52,28.45,1486.02,1486.95,Whoa! The cups are flying too fast!,うわっ！カップが速く飛びすぎている！,(Tom) Whoa! The cups are flying too fast! 「(トム) うわっ！カップが速く飛びすぎている！」,audio/phonics/L22/s8.mp3
18,22,18_beginner_tom_b18,9,Teacher Tacos,ティーチャータコス,28.45,32.36,1486.95,1490.86,Now I am teaching the taco dance.,今、私はタコダンスを教えているよ。,(Teacher Tacos) Now I am teaching the taco dance. 「(ティーチャータコス) 今、私はタコダンスを教えているよ。」,audio/phonics/L22/s9.mp3
18,22,18_beginner_tom_b18,10,Teacher Tacos,ティーチャータコス,32.36,35.7,1490.86,1494.2,Now I am teaching the taco dance.,今、私はタコダンスを教えているよ。,(Teacher Tacos) Now I am teaching the taco dance. 「(ティーチャータコス) 今、私はタコダンスを教えているよ。」,audio/phonics/L22/s10.mp3
18,22,18_beginner_tom_b18,11,Tom,トム,35.7,39.29,1494.2,1497.79,Aha! Teacher Tacos is teaching a dance.,なるほど！ティーチャータコスがダンスを教えているんだ。,(Tom) Aha! Teacher Tacos is teaching a dance. 「(トム) なるほど！ティーチャータコスがダンスを教えているんだ。」,audio/phonics/L22/s11.mp3
18,22,18_beginner_tom_b18,12,Tom,トム,39.29,42.69,1497.79,1501.19,Aha! Teacher Tacos is teaching a dance.,なるほど！ティーチャータコスがダンスを教えているんだ。,(Tom) Aha! Teacher Tacos is teaching a dance. 「(トム) なるほど！ティーチャータコスがダンスを教えているんだ。」,audio/phonics/L22/s12.mp3
